names,prices
"Vision VP8832SF,FRAMELESS SMART ANDROID TV,HDMI,USB,BT+FREE GIFTS","KSh 17,699"
"Vision Plus 55'' 4K ULTRA HD ANDROID TV, BLUETOOTH, NETFLIX, E-SHARE VP-8855K-Black","KSh 62,000"
"TCL 65'' 4K ULTRA HD ANDROID TV, FRAMELESS, BLUETOOTH 65P717","KSh 128,000"
"Aiwa 39” SMART ANDROID TV, MIRACAST, NETFLIX, YOUTUBE JH40DS700S","KSh 26,000"
"LG 32” AI ThinQ FHD SMART TV,WI-FI,NETFLIX,YOUTUBE,HDR-32LM6300PVB","KSh 35,000"
"Samsung 43T5300 43"" Smart LED Full HD TV - Black","KSh 49,599"
"Skyworth 55SUC9300 55"" - UHD 4K Android Smart TV - Dolby Audio, DTS","KSh 64,889"
"Vision VP8843SF, 43"", FHD FRAMELESS SMART, Android LED TV -  Black.","KSh 28,499"
"Vision Plus VP8855K - 55"" - 4K Android Slim LED TV + Dolby Sound - Black","KSh 55,999"
"Vision 32 Inch,Smart Android TV,Frameless + FREE Wall Mount, Aerial, Power Surge","KSh 19,199"
"Syinix 43'' FRAMELESS FULL HD ANDROID TV, VOICE CONTROL A20 SERIES","KSh 38,000"
Samsung 55AU7100 55'' UHD 4K Smart TV (2021),"KSh 77,000"
"TCL 55” FRAMELESS 4K ULTRA HD ANDROID TV, VOICE CONTROL 55P717","KSh 66,000"
"Amtec 32"" Inch SMART Android LED TV,Netflix,Youtube,inbuilt Wifi","KSh 15,990"
Sony 65X7500H HDR Smart Android LED Ultra HD 4K TV - Black,"KSh 114,599"
"Itel G322,32 Inch Smart Android 9.0 TV G-Series 1GBRAM,8GBROM+FREE BRACKET+16GB FLASH","KSh 16,499"
"Vision Plus 43” FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE VP-8843SF","KSh 34,000"
"LG 43'' FULL HD SMART TV, ACTIVE HDR, NETFLIX 43LK5730","KSh 49,000"
"Sony 43'' FULL HD SMART TV, X-REALITY, YOU-TUBE, NETFLIX 43W660F","KSh 54,000"
"Sonar 43T88FS,43"" Inch Smart Android TV Netflix Youtube Google Assistant+ 3 FREE GIFTS","KSh 24,999"
"Itel 32"" HD Android Smart TV - Black + Extension Cable","KSh 16,399"
TCL 43P725 43'' Smart Android UHD 4K Frameless TV - Black,"KSh 43,600"
"Vision Plus VP8843SF,43"",Frameless FHD Smart Android Bluetooth+ FREE Wall Mount","KSh 30,500"
"TCL 32'' ANDROID TV, NETFLIX, WIFI, HDR, BLUETOOTH-32S68A.","KSh 27,000"
LG 65''C1 SERIES CINEMA SCREEN DESIGN OLED 4K ULTRA HD LATEST 2021 MODEL TV,"KSh 304,999"
Samsung 55AU8000 55'' CRYSTAL UHD 4K SMART TV (LATEST 2021) - Black,"KSh 92,999"
"LG 65” OLED SMART TV,VOICE CONTROL,MAGIC REMOTE,WI-FI,NETFLIX-65CXPVA","KSh 350,000"
"Vitron 32"" Inch HD LED Digital TV,USB+HDMI,DECODER+FREE EXTENSION","KSh 14,799"
Hisense 65Inch Smart 4K UHD VIDAA Frameless LED Tv,"KSh 89,999"
"CTC 32A06S,32 Inch Smart Android TV InbuiltDecoder/WIFI Netflix,Youtube+ WallBracket","KSh 15,100"
"Gld 40"" INCHES SMART TV HDMI AND USB PORTS-YOUTUBE/NETFLIX","KSh 21,899"
Hisense 65 A61G 4K UHD HDR Smart TV - 2021,"KSh 89,995"
"TCL 65'' QLED 4K ULTRA HD ANDROID, ONKYO SOUNDBAR NETFLIX 65C817","KSh 140,000"
"Wyinix 43"" INCHES Smart Android TV Netflix, Youtube,-FREE TO AIR CHANNELS","KSh 26,800"
Samsung 85-INCH 85Q60A QLED 4K SMART TV [ 2021 MODEL],"KSh 390,000"
"Hisense 65'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH, 65A7100F","KSh 98,000"
"CTC 19"" Inch,LED Digital TV,USB PORT,HDMI,BLACK","KSh 6,220"
"Vitron 43"" Inch FHD Smart Android TV,YOUTUBE,NETFLIX+TV GUARD+WALL MOUNT","KSh 27,999"
"Gld 40"" Inch Smart TV,Android,Youtube,WIFI ACCESS + FREE TV Aerial & Cable Clips","KSh 20,999"
"Vitron 32"" Inches HD Digital TV,USB+ 2 HDMI PORTS+1 YEAR WARRANTY","KSh 13,499"
,
,
,
,
,
,
,
,
"Amtec 50"" SMART Android TV- INBUILT DECORDER+ WIFI Netflix,Youtube Black","KSh 37,500"
"Vitron 43"" Inches,SMART ANDROID TV, USB PORT, HDMI PORT With YOUTUBE,NETFLIX","KSh 26,999"
"Hisense 58” 4K 2021 LATEST MODEL,FRAMELESS,WI-FI,NETFLIX,YOUTUBE,4K HDR-58A61G","KSh 75,000"
"Gld 40"" Inch SMART Android TV,NETFLIX,YOUTUBE+TV GUARD+EXTENSION","KSh 21,999"
"Samsung 40'' FULL HD SMART TV, HDR, YOU-TUBE, NETFLIX 40T5300","KSh 45,000"
"Sonar 43T88FS,43"" Inch Smart Android TV Netflix Youtube Google Assistant+ 6 FREE GIFTS","KSh 25,999"
"Amtec 32"" Inch Smart TV  ANDRIOD 1GB DDR,8GB RAM,LED TV","KSh 15,299"
"Samsung 40'' FULL HD SMART TV, BUILT-IN WI-FI, YOU-TUBE, NETFLIX UA40T5300UA","KSh 45,000"
"Vision Plus 43” FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE VP-8843","KSh 34,000"
"Hisense 58” 4K ULTRA HD SMART TV, NETFLIX, BLUETOOTH 58A61G","KSh 70,000"
"Hisense 55'' 4K ULTRA HD ANDROID TV, 4K HDR, VOICE CONTROL, YOU-TUBE 55B72KEN","KSh 73,000"
"Samsung 55'' 4K CRYSTAL ULTRA HD(LATEST 2021) SMART TV, NETFLIX, YOUTUBE 55AU7000","KSh 87,200"
"Samsung 40T5300 40 Inch FULL HD Flat Smart LED TV SERIES 5, 2 Years Warranty","KSh 38,998"
"Skyworth 43'' FULL HD ANDROID TV, FRAMELESS, YOU-TUBE, CHROMECAST 43E20","KSh 39,000"
LG 55''C1 SERIES CINEMA SCREEN DESIGN OLED 4K ULTRA HD LATEST 2021 MODEL TV,"KSh 194,999"
"Sony 49'' 4K ULTRA HD ANDROID TV, BLUETOOTH, VOICE SEARCH, NETFLIX 49X8000-Black","KSh 95,000"
"Nobel 55"" 4K UHD ANDROID TV,FRAMELESS,WI-FI,NETFLIX,YOUTUBE-NB55UHDS","KSh 48,500"
"Sony 65'' 4K UHD ANDROID TV, CHROMECAST, VOICE SEARCH, NETFLIX X80-BLACK","KSh 160,000"
"Samsung 43” 4K CRYSTAL UHD SMART TV,ALEXA VOICE CONTROL,GOOGLE ASSISTANT-43AU7000","KSh 58,000"
"LG 55” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 55UP75","KSh 90,000"
"Samsung 43” FHD SMART TV,VOICE CONTROL,WI-FI,NETFLIX,YOUTUBE,HDR-43T5300","KSh 48,500"
"Infinix 43'' FULL HD FRAMELESS SMART ANDROID TV, YOUTUBE, NETFLIX -43X1","KSh 37,500"
Samsung 85AU8000 85 Inch Crystal UHD 4K Smart TV (2021) - Black,"KSh 305,000"
Vitron HTC 4368FS 43 Inches FULLHD Smart Android TV YouTube Netflix,"KSh 28,399"
TCL 40S68A 40'' Smart Androidtv Frameless HD LED TV,"KSh 34,400"
Syinix 5.1Ch DVD Home Theater- 1000W - Black,"KSh 41,000"
"Vision Plus 55'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX VP-8855KA","KSh 60,000"
"Sony 43'' FULL HD ANDROID, VOICE SEARCH, NETFLIX, YOUTUBE 43W","KSh 70,000"
TCL 55C725K Smart Android 4k UHD QLED Frameless With Web Camera!,"KSh 72,099"
"Vitron 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+32GB FLASH DISK","KSh 20,990"
TCL 65P725 65'' Smart Android UHD 4K Frameless TV - Black,"KSh 106,500"
"Royal SMART Android TV 43"" Inch,NETFLIX,YOUTUBE+FREE WALL BRACKET","KSh 27,999"
"Royal 43"" Inch FHD Smart Android TV,YOUTUBE,NETFLIX,WI-FI+SWIVEL WALL BRACKET","KSh 27,999"
"Royal 39"" Full HD  LED Ready Smart Android  Television - Black","KSh 21,499"
"TCL 50'' 4K ULTRA HD ANDROID TV, VOICE CONTROL, YOU-TUBE 50P617","KSh 61,000"
"Vitron 24” Inch,LED Digital TV,AC/DC,USB>>HDMI PORT+1 YEAR WARRANTY","KSh 11,499"
"TCL 43'' FULL HD ANDROID TV, NETFLIX, YOUTUBE, BLUETOOTH","KSh 37,396"
"Hisense 55'' 4K ULTRA HD SMART TV, BLUETOOTH, YOU-TUBE 55A61G","KSh 65,000"
"Hisense 40'' FULL HD SMART TV, CHROMECAST, NETFLIX, 40A6100F","KSh 40,000"
"Sony 43'' 4K ULTRA HD(2160) ANDROID TV, VOICE SEARCH, HDR, NETRFLIX 43X7500","KSh 69,000"
,
,
,
,
,
,
,
,
"Hisense 55'' 4K UHD SMART TV, FRAMELESS, 4K HDR, VOICE SEARCH 55A7120F","KSh 65,000"
"Syinix 32'' FRAMELESS ANDROID TV, VOICE CONTROL, NETFLIX 32A1S","KSh 25,000"
"Hisense 50'' 4K ULTRA HD ANDROID TV, FRAMELESS, BLUETOOTH, AMAZON 50B72KEN","KSh 61,000"
"Sony 85'' 4K ULTRA HD ANDROID TV, WORK WITH ALEXA, BLUETOOTH, NETFLIX 85X8000","KSh 348,000"
"CTC HD 26 Inch,LED Digital TV,USB PORT,HDMI +32GB FLASH DISK","KSh 10,193"
"Vitron 43” FHD SMART ANDROID LATEST MODEL,WI-FI,NETFLIX,YOUTUBE-HTC4388FS","KSh 33,000"
"Sonar 32T88S,32 Inch Smart Android TV NetflixYoutube Playstore+FREE TVGuard+Extension","KSh 14,999"
"Hisense 55'' 4K ULTRA HD SMART TV, BLUETOOTH, YOU-TUBE 55A6G","KSh 66,000"
"Gld 40HD39L20,40"" Inch Smart Android TV Bluetooth TV,AppStore+FREE TV Guard","KSh 20,999"
"Vitron 55” 4K ULTRA HD SMART ANDROID TV, NETFLIX, YOUTUBE HTC5568US","KSh 58,000"
"Vision Plus 32” FRAMELESS ANDROID TV, NETFLIX, YOUTUBE VP-8832SF","KSh 22,000"
Samsung 32T5300 32''  Smart Digital Full HD TV-Black Inbuilt Decoder,"KSh 25,399"
"Hisense 55'' QLED ULTRA HD SMART TV, VOICE CONTROL, BLUETOOTH, NETFLIX 55U7QF","KSh 92,000"
"Sony 32"" SMART TV, NETFLIX, YOUTUBE 600 SERIES","KSh 36,000"
"Vision Plus VP8850K, 50"", Frameless 4K UHD Smart TV - Black","KSh 42,499"
"AILYONS 32"" Inches HD Digital TV,USB+ 2 HDMI PORTS+1 YEAR WARRANTY","KSh 14,999"
"Gld HD 40"" Inch Smart TV,Android,NetFlix,Youtube,USB& HDMI PORTS+32GB FLASH DISK","KSh 21,990"
"Vitron 43''SMART Android TV FULL HD,Netflix,Youtube+Free TV Guard","KSh 41,999"
"Syinix 32'' ANDROID TV, VOICE CONTROL, NETFLIX 32A1S-L","KSh 25,000"
Hisense 32 Inches Smart Frameless 32A6 + Free Wall Mount+Guard,"KSh 22,999"
"Vision Plus FRAME-LESS SMART ANDROID, YOU-TUBE TV 32 + FREE WALL BRACKET","KSh 18,495"
"Sonar SR43T88FS,43 Inch Smart Android TV Inbuilt WIFI USB,HDMI WIFI+FREE TV GUARD","KSh 23,999"
LG 43 Inch Full HD Smart LED TV With Magic Remote,"KSh 71,640"
"Syinix 43'' FULL HD ANDROID TV, FRAMELESS, BLUETOOTH, NETFLIX 43A1S","KSh 37,000"
Vitron HTC 4368S - 43'' SMART Android TV FULL HD NEW MODEL,"KSh 39,999"
"Samsound 43"" FULL HD SMART ANDROID TV, NETFLIX, YOUTUBE 43A1","KSh 33,000"
"Skyworth 43'' FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE 43E20","KSh 37,000"
"TCL 43'' 4K ULTRA HD ANDROID TV, VOICE SEARCH, BLUETOOTH, NETFLIX- 43P617","KSh 46,000"
"Royal 39"" Inch SMART TV HD USB HDMI-Netfix,Youtube+Free Gifts","KSh 22,400"
"Vision 32"" Frameless Smart Android LED TV - Black","KSh 16,399"
"LG 32'' SMART TV, NETFLIX, YOUTUBE 32LM63","KSh 34,000"
TCL 50P725 50'' Smart UHD 4K Android With Dolby Experience 2021,"KSh 55,814"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook + Wall Mount, Flash Disk","KSh 16,980"
"Hisense 65A61G 4K UHD HDR Smart TV YOUTUBE, NETFLIX - 2021","KSh 84,899"
"Samsung 75” 8K QLED SMART TV,ALEXA VOICE CONTROL,Q-SYMPHONY,QUANTUM DOT-QA75QN800AAU","KSh 900,000"
"Vitron 32"" Inch Digital TV,USB+HDMI,DECODER+WALL BRACKET+EXTENSION","KSh 14,999"
"Syinix 32'' FRAMELESS ANDROID TV, VOICE CONTROL, NETFLIX A20 SERIES","KSh 25,000"
"Wyinix 43""Inch Smart Android TV GooglePlaystore+ FREE Bracket","KSh 25,999"
"Vision Plus 32'' HD READY ANROID TV, NEFLIX, BLUETOOTH, GOOGLEPLAYSTORE VP-8832SA","KSh 24,000"
"Vitron 43"" SMART ANDROID FULL HD TV (NETFLIX, YOUTUBE,HDMI,USB)","KSh 29,900"
,
,
,
,
,
,
,
,
"Hisense 32” FRAMELESS SMART TV, NETFLIX, YOUTUBE, BLUETOOTH 32S6000F","KSh 26,000"
"Hisense 50'' 4K ULTRA HD SMART TV, NETFLIX, BLUETOOTH 50A62","KSh 56,999"
"Wyinix 40"" Smart Android TV Netflix, Youtube,-FREE TO AIR CHANNELS + FREE WALL MOUNT","KSh 21,999"
"Sony 32'' HD READY SMART TV,WI-FI,NETFLIX,YOUTUBE,HDR-32W600D","KSh 36,000"
"Samsung 43'' CRYSTAL 4K ULTRA HD SMART TV, YOU-TUBE, NETFIX 43AU7000","KSh 59,000"
"Sony 32"" SMART TV, NETFLIX, YOUTUBE 32W600","KSh 36,000"
"Samsung 50” 4K CRYSTAL UHD SMART TV,ALEXA VOICE CONTROL,GOOGLE ASSISTANT-50AU7000","KSh 74,000"
"Vitron 32 Inch Smart TV,Android,NetFlix,USB& HDMI PORTS+WI-FI","KSh 15,999"
"CTC 32"" Smart Android 9.0 LED HD TV - Black WITH FREE GIFTS","KSh 14,999"
"Infinix 55'' FRAMELESS 4K ULTRA HD ANDROID TV, YOU-TUBE 55X1-BLACK","KSh 61,000"
"Vitron 32"" Inch SMART ANDROID TV,USB,HDMI PORTS,NETFLIX,YOUTUBE+WI-FI","KSh 15,999"
Sony 55X90J BRAVIA XR 4K Ultra HDR Smart TV (Google TV),"KSh 136,300"
Sony Ericsson 32Inch SMART TV Full HD  LED,"KSh 33,999"
"TCL 55” 4K ULTRA HD ANDROID TV, VOICE CONTROL, NETFLIX 55P725","KSh 74,000"
"TCL 43Inch SMART ANDROID TV 4K UHD LED FRAMELESS,GOOGLE TV.","KSh 41,999"
"Hisense 58” 4K ULTRA UHD SMART TV, NETFLIX + FREE GUARD","KSh 64,999"
Amtec 32 Inch  Smart Android TV+FREE TV WALL BRAKET,"KSh 15,699"
"Vitron 40"" Inch Smart HD TV Netflix, Youtube  HTC4068S","KSh 21,499"
"Toshiba 55U7950 - 50"" LED Smart TV, Digital, UHD 4K","KSh 88,995"
"Samsung 75'' CRYSTAL 4K ULTRA HD SMART TV, NETFLIX SERIES 8 75TU7100","KSh 175,000"
"Vision Plus 32"",Frameless Smart LED TV +Free Extension+Aerial+32GB Flash","KSh 19,399"
"Hisense 55” 4K UHD 2022 LATEST MODEL,VOICE CONTROL,WI-FI,FRAMELESS,4K HDR-55A62GS","KSh 65,000"
"Itel I321,32""Frameless Smart Android TV + Free TV Guard","KSh 24,490"
"Vision Plus 55'' 4K ULTRA HD ANDROID TV, BLUETOOTH, NETFLIX, YOU-TUBE VP-8855K","KSh 62,000"
"TCL 32'' FULL HD ANDROIDTV, BLUETOOTH, NETFLIX, VOICE SEARCH S6500-BLACK","KSh 27,000"
"Mxq Pro TV Box / Android Box - 4K, 1GB Ram, 8GB Memory","KSh 3,700"
Hisense 55INCH SMART 4K UltraHD VIDAA Frameless LED TV,"KSh 59,999"
"TCL 32'' FULL HD ANDROID TV, BLUETOOTH, HDR, YOU-TUBE 32S6500","KSh 27,000"
"Hisense 50'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH 50B7101UW","KSh 60,000"
"Syinix 43"" Frameless Android Smart TV","KSh 33,200"
"Vitron 24"" HD LED DIGITAL TV USB+HDMI,FULL SCREEN+32GB FLASH DISK","KSh 11,499"
"Vitron 55"" Inches 4K UHD Smart Android Tv,Netflix,Youtube I-cast","KSh 79,000"
CTC 32 Inch HD Smart Android TV + Free Extension+Aerial+TVGuard,"KSh 17,199"
"Hisense 65'' 4K ULTRA HD ANDROID, FRAMELESS, VOICE CONTROL 65A72KEN","KSh 124,000"
"TCL 65C725K - 65"" 4K QLED Android Smart TV - Black C725 SERIES","KSh 117,599"
"Samsung 65'' NEO QLED 8K SMART TV, ONE REMOTE CONTROL, BLUETOOTH 65QN800A","KSh 530,000"
Amtec 32'' Inch Smart Android TV + FREE Aerial& Clips,"KSh 22,500"
"Vision Plus 43'' FULL HD ANDROID TV, FRAMELESS, BLUETOOTH, YOU-TUBE VP-8843SA","KSh 37,000"
"Skyworth 32” ANDROID TV,WI-FI,NETFLIX,YOUTUBE,GOOGLE ASSITANT-32TB7000","KSh 23,000"
"Vitron 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+WALL BRACKET+TV GUARD","KSh 21,999"
,
,
,
,
,
,
,
,
"Sony 43'' FHD ANDROID TV,WI-FI,VOICE SEARCH,NETFLIX,YOUTUBE-43W800F","KSh 60,000"
"CTC 40” SMART ANDROID 9.0 TV, NETFLIX, YOUTUBE CTC40SCH","KSh 26,000"
"Vision Plus 65'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX VP-8865","KSh 80,000"
"TCL 55'' QLED 4K ULTRA HD ANDROID, VOICE CONTROL, NETFLIX 55C715","KSh 85,000"
"Aiwa 65'' 4K ULTRA HD SMART ANDROID TV, VOICE CONTROL, YOU-TUBE 65H35","KSh 96,000"
"AILYONS 32"" Inches HD Digital TV,DVBT2,USB+ 2 HDMI PORTS -BLACK","KSh 14,999"
"Syinix 58″ FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 58A1S","KSh 70,000"
"Vitron 50” 4K ULTRA HD SMART ANDROID TV, NETFLIX, YOUTUBE HTC5068US","KSh 48,000"
"Vitron 40"" Inch SMART Android TV,NETFLIX,YOUTUBE+EXTENSION+BRACKET","KSh 21,999"
"Royal 32"" Inch Digital LED TV Inbuilt Decoder","KSh 13,250"
"LG 55NANO80VNA - 55"" SUPER UHD 4K Smart LED TV NEW 2021 MODEL","KSh 98,000"
Hisense 49E5606EE – 49″ ANDROID SMART TV,"KSh 52,000"
"Sony 65X7500H - 65"" HDR Smart Android LED Ultra HD 4K TV - Black","KSh 113,500"
"Vitron 32"" Inch Smart TV,Android,NetFlix,Youtube+TV GUARD+WALL BRACKET","KSh 16,599"
"Hisense 43'' 4K ULTRA HD SMART TV, BLUETOOTH, NETFLIX, YOU-TUBE, 43A62G","KSh 46,000"
"Vitron HTC3268S,32 Inch Smart Android TV Inbuilt WIFI,Netflix,Youtube+4 FREE GIFTS","KSh 19,899"
Generic Mxq 4K TV Box / Android Box / Android TV Box,"KSh 3,499"
"Samsung 43'' FULL HD SMART TV, HDR, BUILT-IN WI-FI, NETFLIX UA43T5300UA","KSh 49,000"
Itel 32 Inch Smart Android 9.0 TV G-Series Television W .F .G,"KSh 17,899"
"Syinix 32'' HD READY SMART TV, X-REALITY, WI-FI, NETFLIX 32W600D","KSh 38,000"
"Prime HD 24 Inches,LED Digital TV,USB PORT,HDMI +1 YEAR WARRANTY","KSh 10,699"
"SYINOTEC 43” FULL HD SMART ANDROID TV,WI-FI,NETFLIX,YOUTUBE-43G1000S","KSh 33,000"
"Vitron HD 40"" SMART Inch Android TV,WI-FI,USB,HDMI PORTS,NETFLIX,YOUTUBE-BLACK","KSh 20,999"
"Vitron 43'' FULL HD A SMART ANDROID TV, NETFLIX, YOUTUBE","KSh 32,000"
"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6300PVB","KSh 49,500"
"Samsung 55'' CRYSTAL 4K ULTRA HD SMART TV, NETFLIX 55AU8000 (2021)","KSh 90,000"
"Hisense 43'' FULL HD SMART TV, NETFLIX, BLUETOOTH, YOUTUBE 43A60KEN","KSh 40,000"
"Syinix 50″ FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 50A1S","KSh 49,500"
"Sony 43” FULL HD SMART TV, NETFLIX YOUTUBE, X-REALITY PRO 43W660F","KSh 57,000"
"LG NanoCell TV 55 Inch NANO80 Series, 4K Smart ThinQ AI","KSh 131,495"
"Vitron 43"" Inch SMART Android TV FULL HD-Netfix+Youtube+ Free Gifts","KSh 26,890"
TCL 40INCH  SMART ANDROID FULL HD LED TV FRAMELESS,"KSh 34,000"
"Hisense 43” FULL HD ANDROID TV, NETFLIX, YOUTUBE 43B6600PA","KSh 43,000"
"Hisense 75'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH, 75A7123FS","KSh 140,000"
"Aiwa 65” 4K ULTRA HD SMART ANDROID TV, NETFLIX, JU65DS180S","KSh 80,000"
"Sharp 65” 4K UHD ANDROID TV,GOOGLE ASSISTANT,PLAYSTORE,WI-FI,NETFLIX-4T-C65DL6NX","KSh 115,000"
Generic Mxq 4K TV Box / Android Box / Android TV Box,"KSh 3,849"
TCL 32D3000 32'' D3000 Series Digital HD LED TV,"KSh 15,990"
"Wyinix WY43D19D,43""Inch Smart Android 9.0 TV WIFI Google Playstore+ FREE TV Guard","KSh 25,899"
Sony 55X80J 55'' Smart UHD 4K Android HDR (Google TV) - 2021,"KSh 87,500"
,
,
,
,
,
,
,
,
"Vision 32"" Digital HD LED TV - Black + 3 Free Gifts","KSh 14,599"
"Gld 40HD39L20,40"" Inch Smart Android TV Bluetooth +FREE GITFRS","KSh 21,799"
"Hisense 43” FULL HD ANDROID TV, NETFLIX, YOUTUBE 43B6600PA","KSh 43,000"
"Vision PLUS 50” 4K UHD ANDROID TV,WI-FI,NETFLIX,YOUTUBE-VP-8850KA","KSh 48,000"
"Sony 32"" SMART TV, NETFLIX, YOUTUBE 6 SERIES","KSh 36,000"
"CTC 40"" Inch SMART Android LED,NetFlix,Youtube+32GB FLASH DISK,USB& HDMI PORTS","KSh 21,990"
"EEFA 43” FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE D43N218S","KSh 32,000"
"Royal 39Inch SMART TV HD  +FREE GIFTS+  HDMI -Netfix,Youtube","KSh 20,499"
"Syinix 55″ FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 55F1S","KSh 74,000"
"Royal 32"" Inch FRAMELESS Smart Android TV,Netflix Youtube","KSh 19,990"
"Hisense 32” ANDROID TV, NETFLIX, YOUTUBE, BLUETOOTH 32B6600PA","KSh 28,000"
"Ica 32"" FLAMELESS DIGITAL LED, Free To Air USB,VGA,RCA, AUX+ Extension &Blacket","KSh 15,699"
"Gld 32"" Inch Smart TV,Android,Bluetooth,Frameless,Youtube-BLACK","KSh 15,999"
"Vitron 40"" Inch SMART Android TV,WI-FI,HDMI,NETFLIX,YOUTUBE+BRACKET","KSh 20,999"
"Hisense 55'' FRAMELESS 4K ULTRA HD SMART TV, BLUETOOTH-55B7100UW","KSh 68,000"
Sony 75X80J 75'' Smart UHD 4K  HDR (Google TV) - 2021,"KSh 220,000"
"Royal 43"" SMART Android TV FULL HD-Netfix,Youtube -USB+ HDMI PORTS","KSh 26,999"
"Sony 50” FULL HD SMART TV, NETFLIX, YOUTUBE 50W660F","KSh 68,000"
"Nobel 40” FRAMELESS ANDROID TV, NETFLIX, YOUTUBE, E-SHARE","KSh 23,990"
Hisense 50'' FRAMELESS 4K ULTRA HD SMART TV NETFLIX YOUTUBE 50A7100F,"KSh 58,000"
"Aiwa 50” 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE JU50TS180S","KSh 46,000"
"Royal 39"" Inch SMART TV HD USB HDMI-Netfix,Youtube","KSh 22,500"
"Gld 40"" INCHES SMART TV WITH HDMI AND USB PORTS-YOUTUBE/NETFLIX","KSh 25,000"
"Hisense 65” 4K 2022 LATEST ANDROID TV,ALEXA VOICE CONTROL,JBL 6 SPEAKER SYSTEM-65A73F","KSh 130,000"
"Samsung 32'' HD SMART TV, HDR, BUILT-IN WI-FI, NETFLIX UA32T5300UA","KSh 32,000"
Hisense 43 Inch Smart  TV - LED Android Full HD,"KSh 42,995"
Samsung 50AU7000 50'' UHD 4K Smart TV (2021)+ FREE TV GUARD,"KSh 67,999"
Samsung 65AU8100 65 Inch Crystal UHD 4K Smart TV (2021) - Black,"KSh 127,800"
"MCTV 43'' FULL HD SMART ANDROID TV, WI-FI, NETFLIX, MIRACAST4310","KSh 36,000"
"Infinix 55'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOU-TUBE 55X1","KSh 62,000"
"Royal 43"" Inch SMART ANDROID FRAMELESS TV,NETFLIX,YOUTUBE,BLACK+FREE 32GB FLASH DISK","KSh 27,999"
Sony 32 Inch 32W600D Smart LED HD TV,"KSh 34,899"
"Gld 32"" Inches Frameless Smart Android TV+FREE Aerial+Wall Bracket+TV Guard","KSh 17,399"
"Vitron 32""Inches Smart Android TV+ FREE 4 Gifts","KSh 17,299"
"LG 65UP7750 65"" UHD 4K HDR WebOS Smart AI ThinQ Frameless -2021","KSh 107,900"
"Skyworth 55” FRAMELESS 4K ULTRA HD ANDROID TV, ANDROID 10","KSh 80,000"
"Vision Plus 55'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX VP-8855","KSh 60,000"
"Vision 32"", FHD FRAMELESS SMART, Android LED TV - Black.","KSh 17,995"
"VIXOO Frameless IN-0132ZF,32 Inch SMART Android TV, Bluetooth Dolby Audio+FREE TVGuard","KSh 15,999"
TCL 40S65A 40'' Smart Android Frameless LED TV - Black,"KSh 31,999"
,
,
,
,
,
,
,
,
"Generic 14"" ~ 42"" Screen HDTV Wall Mount TV Flat Panel Fixed Mount","KSh 3,770"
"Golden Tech 50''  A1 SMART ANDROID TV, NETFLIX, YOU-TUBE TV + Free Mount","KSh 44,999"
"Gld 32"" INCHES TV Smart,FRAMELESS, Android,Youtube,USB,HDMI PORTS","KSh 17,300"
"Hisense 58” 4K ULTRA UHD SMART TV, NETFLIX + FREE WALL MOUNT","KSh 64,999"
"Hisense 58'' 4K ULTRA HD SMART TV, BLUETOOTH, NETFLIX, YOU-TUBE 58A62G","KSh 73,000"
Sony 32R300E- 32 Inch - Digital HD LED TV +FREE 32GB FLASH DISK,"KSh 27,890"
"Vitron 32"" Inch SMART Android LED TV,Netflix,Youtube+FREE EXTENSION","KSh 15,690"
"Vision Plus 55'' 4K ULTRA HD ANDROID TV, BLUETOOTH, NETFLIX, E-SHARE VP8855K-Black","KSh 63,000"
"Wyinix WY43D19D,43""Inch Smart Android 9.0 TV WIFI Netflix, Youtube,Playstore+FREE GIFTS","KSh 26,999"
"Hisense 50” 4K UHD SMART TV,2021 MODEL,WI-FI,NETFLIX,AMAZON PRIME,4K HDR-50U7WF","KSh 65,000"
"Hisense 43'' 4K ULTRA HD SMART TV, BLUETOOTH, 4K HDR, NETFLIX 43A61G","KSh 46,000"
"Vitron 40"" Smart Android TV FULL HD-Netfix,Youtube Tv","KSh 26,000"
